family,topk,sample_idx,conf_orig,conf_after_del,conf_drop
resnet18_cbam,0.2,6553,0.9930497407913208,0.9988794922828674,-0.005829751491546631
resnet18_cbam,0.05,18583,0.9998311996459961,0.9998243451118469,6.854534149169922e-06
resnet18_cbam,0.1,18583,0.9998311996459961,0.999811589717865,1.9609928131103516e-05
resnet18_cbam,0.2,18583,0.9998311996459961,0.9998471736907959,-1.5974044799804688e-05
resnet18_cbam,0.05,20787,0.9867397546768188,0.9904196858406067,-0.003679931163787842
resnet18_cbam,0.1,20787,0.9867397546768188,0.9981330037117004,-0.011393249034881592
resnet18_cbam,0.2,20787,0.9867397546768188,0.40201446413993835,0.5847252905368805
resnet18_cbam,0.05,33870,0.5651208758354187,0.4568236172199249,0.10829725861549377
resnet18_cbam,0.1,33870,0.5651208758354187,0.34941133856773376,0.21570953726768494
resnet18_cbam,0.2,33870,0.5651208758354187,0.4343318045139313,0.13078907132148743
resnet18_cbam,0.05,19563,0.9999974966049194,0.9999974966049194,0.0
resnet18_cbam,0.1,19563,0.9999974966049194,0.9999973773956299,1.1920928955078125e-07
resnet18_cbam,0.2,19563,0.9999974966049194,0.9999966621398926,8.344650268554688e-07
resnet18_cbam,0.05,2399,1.0,1.0,0.0
resnet18_cbam,0.1,2399,1.0,1.0,0.0
resnet18_cbam,0.2,2399,1.0,1.0,0.0
resnet18_cbam,0.05,4407,0.9999997615814209,0.9999946355819702,5.125999450683594e-06
resnet18_cbam,0.1,4407,0.9999997615814209,0.9999804496765137,1.9311904907226562e-05
resnet18_cbam,0.2,4407,0.9999997615814209,0.999835729598999,0.000164031982421875
resnet18_cbam,0.05,2272,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.1,2272,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.2,2272,1.0,0.9999996423721313,3.5762786865234375e-07
resnet18_cbam,0.05,2489,1.0,0.9999997615814209,2.384185791015625e-07
resnet18_cbam,0.1,2489,1.0,0.9999994039535522,5.960464477539062e-07
resnet18_cbam,0.2,2489,1.0,0.9999943971633911,5.602836608886719e-06
resnet18_cbam,0.05,1496,1.0,1.0,0.0
resnet18_cbam,0.1,1496,1.0,1.0,0.0
resnet18_cbam,0.2,1496,1.0,1.0,0.0
resnet18_cbam,0.05,2232,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.1,2232,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.2,2232,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.05,2415,0.9999998807907104,0.9999992847442627,5.960464477539062e-07
resnet18_cbam,0.1,2415,0.9999998807907104,0.9999991655349731,7.152557373046875e-07
resnet18_cbam,0.2,2415,0.9999998807907104,0.9999972581863403,2.6226043701171875e-06
resnet18_cbam,0.05,2382,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.1,2382,1.0,0.9999996423721313,3.5762786865234375e-07
resnet18_cbam,0.2,2382,1.0,0.9999996423721313,3.5762786865234375e-07
resnet18_cbam,0.05,2510,0.9999998807907104,0.9999992847442627,5.960464477539062e-07
resnet18_cbam,0.1,2510,0.9999998807907104,0.9999988079071045,1.0728836059570312e-06
resnet18_cbam,0.2,2510,0.9999998807907104,0.9999915361404419,8.344650268554688e-06
resnet18_cbam,0.05,19664,1.0,1.0,0.0
resnet18_cbam,0.1,19664,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.2,19664,1.0,0.9999992847442627,7.152557373046875e-07
resnet18_cbam,0.05,2740,1.0,0.9999998807907104,1.1920928955078125e-07
resnet18_cbam,0.1,2740,1.0,0.9999996423721313,3.5762786865234375e-07
resnet18_cbam,0.2,2740,1.0,0.9999986886978149,1.3113021850585938e-06
resnet18_cbam,0.05,4872,0.9999998807907104,0.9999986886978149,1.1920928955078125e-06
resnet18_cbam,0.1,4872,0.9999998807907104,0.9999969005584717,2.9802322387695312e-06
resnet18_cbam,0.2,4872,0.9999998807907104,0.9999983310699463,1.5497207641601562e-06
resnet18_cbam,0.05,4574,0.9999834299087524,0.9999117851257324,7.164478302001953e-05
resnet18_cbam,0.1,4574,0.9999834299087524,0.9999169111251831,6.651878356933594e-05
resnet18_cbam,0.2,4574,0.9999834299087524,0.99956876039505,0.0004146695137023926
resnet18_cbam,0.05,4029,1.0,0.9999996423721313,3.5762786865234375e-07
