family,sample_idx,deletion_auc,insertion_auc
densenet121,27612,0.8251677098818345,0.3300369847946649
densenet121,9711,0.8440680306775903,0.7214753258485871
densenet121,2485,0.31767774086903555,0.6645488127025143
densenet121,25055,0.329233952934276,0.38545897680709096
densenet121,25226,0.7091193394226138,0.9017095916969993
densenet121,2517,0.6827292488506239,0.47666734649203435
densenet121,3986,0.5104483714773913,0.5161293593736442
densenet121,5449,0.2837633394590857,0.5142782048561116
densenet121,25650,0.3017683773740604,0.11156005034262265
densenet121,5353,0.7054981457274015,0.5752393369193672
densenet121,13786,0.34608299555888633,0.399795259061343
densenet121,4322,0.5599214115044079,0.6112582933282464
densenet121,25639,0.8676320318772923,0.7534587373265822
densenet121,25205,0.450186208413127,0.6339470632402217
densenet121,1831,0.773648395715046,0.7131390791208495
densenet121,3536,0.5367716627743747,0.4632904773624107
densenet121,2096,0.43127636622319276,0.4743861517248563
densenet121,5469,0.6313024085831653,0.690275525870907
densenet121,5050,0.5668224748432861,0.5563437658414578
densenet121,25655,0.5901637526961114,0.4477467710999423
densenet121,25122,0.5466875488596339,0.7142253875398163
densenet121,25439,0.7403867958300463,0.33329478627124587
densenet121,12884,0.9351613028802603,0.31552000945464476
densenet121,29842,0.4786481955165982,0.8672295071191911
densenet121,4418,0.5944620990882177,0.2187461368420064
densenet121,3147,0.6099052190456344,0.9351150683323795
densenet121,10773,0.40979216038652483,0.5527561424979748
densenet121,12766,0.3250616883146227,0.5099864510375397
densenet121,30524,0.4406267562173358,0.22607236515690587
densenet121,1993,0.7997772951875071,0.7438217846479063
densenet121,1632,0.834828107865178,0.49186359704617644
densenet121,2903,0.6854267846779294,0.9483784546027891
densenet121,4288,0.6978066594692791,0.9926976050483063
densenet121,26488,0.742698201888585,0.666793933291066
densenet121,2127,0.6519274199836218,0.7062943999335403
densenet121,31012,0.7759178691586612,0.894095006594501
densenet121,26627,0.5739579245239247,0.4474909471404481
densenet121,19032,0.2188147456978696,0.18112959188807268
densenet121,1301,0.8772805165567945,0.3109384568281639
densenet121,21284,0.2759232052796827,0.1521449738664642
densenet121,2304,0.9578342501772568,0.5472235687088869
densenet121,32350,0.35378691601108503,0.40148994311073155
densenet121,4090,0.4576443150443276,0.49153165438659896
densenet121,1458,0.6399358459021748,0.5912072040272955
densenet121,9806,0.20144093822360523,0.0962801398924906
densenet121,5362,0.49273865036908665,0.4965082709396651
densenet121,20186,0.4020019152201673,0.4175717278158573
densenet121,13709,0.28898093055285773,0.2787682151079892
densenet121,4101,0.21950490510006784,0.2475686269769653
densenet121,25601,0.03883228005589033,0.030023447658874124
densenet121,4094,0.44017346362466653,0.49984357682374
densenet121,25595,0.5345565531121331,0.5271409020042334
densenet121,4100,0.35694549913031065,0.474313360324345
densenet121,6861,0.18972717721179455,0.27650365409875566
densenet121,4593,0.5750445566530729,0.550337864350353
densenet121,9904,0.33540196943581757,0.38623561042010235
densenet121,9906,0.2804301724606416,0.18718017977939386
densenet121,18601,0.5842189558879464,0.4842212431314753
densenet121,4584,0.5163016358311043,0.5691481749187847
densenet121,9143,0.5037734750941236,0.520747027001086
densenet121,7916,0.37802238828143897,0.347556326611684
densenet121,16545,0.02387297424975053,0.02204016719765358
densenet121,3044,0.41941837815186084,0.43774781769070287
densenet121,2299,0.3881527168409493,0.35544774845890686
densenet121,4121,0.6426269749890424,0.48752204836371205
densenet121,4150,0.5927746500668992,0.5692302439334983
densenet121,10215,0.2206868069637542,0.15589122980352244
densenet121,4160,0.6661719456785469,0.6247878270804001
densenet121,4109,0.6243539632379244,0.471785125579793
densenet121,10845,0.27446295878871096,0.32327797132612
densenet121,4113,0.2545314627292253,0.47526886488507497
densenet121,4174,0.6690755152319612,0.17803477769338502
densenet121,4951,0.1815709626271358,0.13129834646291894
densenet121,4139,0.625577160617008,0.7359212203413978
densenet121,4136,0.5336723464319271,0.6002176144434147
densenet121,4114,0.37685938801370283,0.6707853443213415
